FID,X,Y,N1,D1,N2,D2,N3,D3
F277,12053527.26050,3508440.96808,F764,270.4270615483905,F763,537.6102051590406,F276,571.6893367856565
F278,12054330.60670,3507976.21146,F279,594.1216026543103,F764,693.7299281350585,F277,928.0968876610755
F279,12054889.40150,3507774.39756,F278,594.1216026543103,F765,890.5904989619266,F764,1287.8369153946044
F280,12042050.96620,3506834.68192,F772,463.7435403063046,F759,518.4817808982374,F281,723.964434355157
F281,12041710.82550,3507473.76627,F753,310.1402127283312,F282,656.0414086370371,F280,723.964434355157
F282,12041351.39280,3508022.58178,F281,656.0414086370371,F753,780.3148772876657,F283,793.8584032919285
F283,12040867.33570,3508651.78754,F284,676.2834332920218,F282,793.8584032919285,F281,1448.8647815711415
F284,12040451.58820,3509185.18542,F283,676.2834332920218,F285,837.6819931365605,F282,1470.1345319129111
F285,12039933.40030,3509843.35897,F286,736.1763208039771,F284,837.6819931365605,F287,1257.694077702237
F286,12039462.60560,3510409.31650,F287,542.0538605162958,F285,736.1763208039771,F288,1305.710798736536
F287,12038990.50840,3510675.67457,F286,542.0538605162958,F288,1230.7040625340237,F285,1257.694077702237
F288,12038470.79030,3509560.09150,F289,1006.7678953893428,F290,1139.2994317461603,F287,1230.7040625340237
F289,12038157.17280,3508603.41723,F290,318.95438641554625,F288,1006.7678953893428,F285,2166.203972470664
F290,12038419.47220,3508421.94843,F289,318.95438641554625,F288,1139.2994317461603,F285,2076.628569386083
F291,12037648.71490,3513609.02795,F450,454.1469060539174,F448,649.3736360898328,F293,738.6972099065327
F292,12038552.24160,3513362.86801,F293,393.9067169324408,F296,489.6440739767525,F294,631.8061781537972
F293,12038379.49690,3513716.87616,F294,240.39273072862485,F292,393.9067169324408,F296,633.3281947913787
F294,12038315.11310,3513948.48659,F293,240.39273072862485,F292,631.8061781537972,F295,676.7121355344652
F295,12038984.74010,3514046.15437,F296,475.77245872344645,F301,502.3783113041719,F294,676.7121355344652
F296,12038995.67940,3513570.50769,F295,475.77245872344645,F292,489.6440739767525,F297,566.980077901535
F297,12039560.13560,3513623.94557,F300,485.9780518837519,F298,521.9411870967044,F296,566.980077901535
F298,12040080.07420,3513578.26784,F299,429.68814957837196,F297,521.9411870967044,F300,601.5516208157517
F299,12040177.01360,3513996.87823,F298,429.68814957837196,F300,443.09299922741656,F310,465.5034572146321
F300,12039740.87340,3514075.06475,F304,439.9308149014172,F299,443.09299922741656,F297,485.9780518837519
F301,12038958.86020,3514547.86564,F302,500.76395134788027,F295,502.3783113041719,F303,736.5084199703239
F302,12039459.19090,3514568.69172,F304,460.53393011057744,F303,481.95824135665316,F301,500.76395134788027
F303,12039498.55370,3515049.03984,F302,481.95824135665316,F134,578.4904442005447,F304,702.3883540560323
F304,12039911.23490,3514480.67057,F300,439.9308149014172,F302,460.53393011057744,F299,551.9903492058062
F305,12040588.20730,3515052.91844,F17,300.34648051878753,F306,685.2797964377587,F307,841.6809001400767
F306,12040466.52190,3514378.52904,F307,423.62931262537273,F299,479.03277188833994,F310,516.7903632593832
F307,12040873.54440,3514261.07914,F308,376.65429507157154,F306,423.62931262537273,F310,445.59857714769396
F308,12041221.59260,3514117.09682,F307,376.65429507157154,F309,415.22477385965783,F311,603.9231870700652
F309,12041027.11230,3513750.23305,F308,415.22477385965783,F310,420.7197737206222,F307,533.429308886254
F310,12040629.64300,3513888.15797,F309,420.7197737206222,F307,445.59857714769396,F299,465.5034572146321
F311,12041669.15070,3513711.61567,F312,413.2637653448991,F308,603.9231870700652,F313,613.5364333447192
F312,12041836.64480,3514089.41544,F313,385.71784481037014,F311,413.2637653448991,F308,615.6748066345125
F313,12042211.49120,3513998.48452,F312,385.71784481037014,F311,613.5364333447192,F314,616.7616813813842
F314,12042826.45290,3514045.57039,F313,616.7616813813842,F312,990.7787155743558,F124,1023.4713087267571
F315,12065346.28050,3507978.27478,F61,400.78913881671326,F62,441.75308172906426,F316,561.9786302271015
F316,12065329.26550,3507416.55379,F791,454.08436698157,F315,561.9786302271015,F790,820.2117810522444
F317,11996560.71080,3465636.86602,F318,799.8808616496623,F331,1075.295539121402,F325,1201.7049637632233
F318,11997329.29250,3465858.43218,F324,515.0079494230299,F319,725.7200308215882,F325,761.0924875661909
F319,11997875.00180,3466336.83674,F320,329.9003035616308,F324,640.0596954765699,F318,725.7200308215882
F320,11998123.43270,3466119.77385,F319,329.9003035616308,F324,519.1292554373865,F321,658.614171870416
F321,11998765.02820,3465971.01955,F322,503.43936740232084,F320,658.614171870416,F323,666.4910055632126
F322,11998926.30180,3465494.11073,F323,441.82477417113535,F321,503.43936740232084,F320,1017.8669517482574
F323,11998506.36570,3465356.76881,F322,441.82477417113535,F321,666.4910055632126,F324,767.883894780171
F324,11997819.07440,3465699.22515,F318,515.0079494230299,F320,519.1292554373865,F325,541.0197628851464
F325,11997671.63930,3465178.68190,F331,534.5784849858268,F324,541.0197628851464,F327,734.0406386725499
F326,11998496.19010,3464302.26239,F328,434.9456883470258,F327,656.7617452045552,F329,828.3383467361663
F327,11997861.07990,3464469.50779,F330,368.9872775780436,F328,522.5498636422046,F326,656.7617452045552
F328,11998152.46740,3464035.74324,F329,394.03252589063356,F326,434.9456883470258,F327,522.5498636422046
F329,11997861.01850,3463770.56562,F328,394.03252589063356,F330,587.5754897594786,F332,672.7187203922183
F330,11997550.90990,3464269.64238,F327,368.9872775780436,F332,530.1733335122414,F329,587.5754897594786
F331,11997268.62110,3464827.46902,F325,534.5784849858268,F330,625.1859938449426,F327,692.2020455631663
F332,11997196.50740,3463875.32952,F330,530.1733335122414,F329,672.7187203922183,F327,891.4619589731158
F333,11995781.85670,3462882.53623,F156,786.1351982425193,F334,1047.7845245298313,F155,1501.5938818561401
F334,11995594.96600,3461851.55404,F333,1047.7845245298313,F157,1278.113666999762,F335,1283.4491762914165
F335,11995252.53130,3460614.63033,F476,1191.3841263831928,F334,1283.4491762914165,F158,1445.4815610410444
F336,11997179.37060,3460142.81992,F159,592.7646151227526,F158,718.296865085386,F157,1133.6552466769
F337,11998546.91450,3460402.59565,F336,1391.998472816688,F340,1589.7636724937097,F339,1703.2911438791316
F338,11997363.54050,3458686.27756,F160,251.43887500532475,F268,487.57548597015136,F161,661.8602170662708
F339,11998152.55110,3458745.58683,F161,707.6705963005395,F464,723.2451389429236,F340,727.9371345895674
F340,11998873.42820,3458846.72376,F464,392.4166869989737,F339,727.9371345895674,F341,735.2147608674061
F341,11999603.49240,3458933.59728,F342,433.24761978504097,F343,576.5126666153863,F340,735.2147608674061
F342,11999676.55950,3458506.55548,F343,364.0837387527881,F341,433.24761978504097,F344,673.4019624237277
F343,12000037.52010,3458554.14134,F342,364.0837387527881,F341,576.5126666153863,F467,667.0624782116761
F344,11999751.42880,3457837.32847,F465,271.8044236498821,F163,610.537786965799,F466,615.1659256185657
F345,12041863.98300,3526055.78062,F788,312.9120872971267,F781,494.4110895666967,F786,560.173544514424
F346,12042270.69180,3527255.97507,F347,434.32984988233096,F786,708.2541362153839,F780,773.311260027315
F347,12042697.20050,3527173.92175,F346,434.32984988233096,F787,467.90720875323984,F780,674.6443837632904
F348,12043792.39520,3523952.20576,F349,465.6045290359423,F350,892.8438545792358,F352,897.750048785404
F349,12044153.65400,3524245.93975,F350,441.14148780370175,F348,465.6045290359423,F352,593.4531057990748
F350,12044379.44880,3524624.91537,F385,410.8815871296183,F349,441.14148780370175,F351,487.79874196398436
F351,12044726.26670,3524967.93863,F350,487.79874196398436,F385,493.92533785967623,F349,921.5029500351421
F352,12044689.32740,3523990.51736,F385,490.2353080084081,F349,593.4531057990748,F353,612.7633033665611
F353,12044963.15360,3523442.34031,F360,526.3156746867138,F352,612.7633033665611,F386,716.7800846034173
F354,12045296.98070,3522063.42180,F387,414.3906499452666,F355,726.260040524213,F386,731.140285930547
F355,12045760.55990,3521504.36190,F6,355.9808200963642,F354,726.260040524213,F359,734.7948336692434
F356,12046824.15710,3521129.30753,F357,332.8815059468971,F388,405.901449933659,F358,533.4200383681084
F357,12046650.34220,3520845.40882,F389,254.49411111749052,F356,332.8815059468971,F358,477.35970395741975
F358,12047093.97320,3520669.15950,F390,179.84744766553558,F357,477.35970395741975,F356,533.4200383681084
F359,12046077.60910,3520841.48691,F6,380.3221791270049,F389,498.29217317188915,F357,572.7465278939185
F360,12044705.92380,3522983.16603,F353,526.3156746867138,F386,593.8619097715191,F387,692.0847900774648
F361,12042368.40620,3521651.24317,F362,1649.0172574272453,F773,2198.493779416705,F778,2550.456065052162
F362,12041482.33610,3520260.51038,F364,1473.3296771264531,F363,1540.8257730436899,F361,1649.0172574272453
F363,12039960.39890,3520019.98757,F364,482.6417602672163,F370,727.3147294328185,F371,967.5080583785101
F364,12040028.24650,3520497.83668,F363,482.6417602672163,F370,1156.0236526822243,F371,1276.1512072421774
F365,12037868.78000,3519777.84993,F392,544.6248737343382,F380,564.2388712451693,F379,662.9179174072942
F366,12038517.49200,3519593.27123,F367,543.1351588181416,F371,547.0695980870765,F368,609.4686019863104
F367,12038429.77300,3519057.26640,F368,385.15680311705546,F379,536.2773936862174,F366,543.1351588181416
F368,12038814.90870,3519061.29822,F367,385.15680311705546,F372,465.2751361215452,F366,609.4686019863104
F369,12039421.39210,3518851.89870,F372,576.7591863119418,F370,638.994999156741,F368,641.6153625438611
F370,12039462.77980,3519489.55195,F371,440.551508555721,F369,638.994999156741,F363,727.3147294328185
F371,12039059.56470,3519667.04340,F370,440.551508555721,F366,547.0695980870765,F368,653.2869059062211
F372,12038900.63160,3518603.98811,F383,340.5725266195586,F368,465.2751361215452,F384,564.0398161500799
F373,12038714.23540,3517880.73070,F374,353.01262401016925,F383,573.7439999463675,F384,576.3027910238734
F374,12038535.76000,3517576.15814,F373,353.01262401016925,F375,430.0593857846731,F140,687.6143782172902
F375,12038105.94750,3517590.72832,F382,417.7942872276941,F374,430.0593857846731,F376,638.8130101078806
F376,12037516.84340,3517837.78787,F382,446.66542861865344,F143,586.1733786907089,F375,638.8130101078806
F377,12037295.24310,3518443.03633,F378,370.44585184595843,F381,461.78017077403456,F376,644.540449694174
F378,12037645.19980,3518564.52887,F377,370.44585184595843,F381,455.5510076794258,F379,605.6621848361718
F379,12037896.66880,3519115.51891,F380,341.1447968959569,F367,536.2773936862174,F381,596.0621985746242
F380,12037599.04890,3519282.25873,F379,341.1447968959569,F381,459.62340535332925,F365,564.2388712451693
F381,12037339.91270,3518902.65090,F378,455.5510076794258,F380,459.62340535332925,F377,461.78017077403456
F382,12037941.91900,3517974.97657,F375,417.7942872276941,F376,446.66542861865344,F378,660.010756036706
F383,12038600.46690,3518443.08193,F372,340.5725266195586,F373,573.7439999463675,F367,637.4629171071475
F384,12039226.93350,3518143.91422,F131,405.5339539856777,F372,564.0398161500799,F373,576.3027910238734
F385,12044762.12880,3524475.31692,F350,410.8815871296183,F352,490.2353080084081,F351,493.92533785967623
F386,12045268.85910,3522794.02107,F387,505.8463400424421,F360,593.8619097715191,F353,716.7800846034173
F387,12045008.12760,3522360.54719,F354,414.3906499452666,F386,505.8463400424421,F360,692.0847900774648
F388,12046563.64190,3521440.57561,F356,405.901449933659,F357,601.4486261845591,F6,722.1487501264238
F389,12046525.70270,3520623.52541,F357,254.49411111749052,F359,498.29217317188915,F390,550.7573738362186
F390,12047060.63040,3520492.42987,F358,179.84744766553558,F357,541.2305850582732,F389,550.7573738362186
F391,11951081.55500,3414163.80033,F260,677.0382187066381,F262,766.696829947881,F261,1145.5327162741376
F392,12037327.18790,3519835.24549,F365,544.6248737343382,F380,616.2002597024223,F394,716.0864609031285
F393,12036478.06530,3519899.28768,F548,480.38758708112266,F395,536.754028103969,F394,558.6949617363053
F394,12036820.20830,3520340.96429,F395,309.45883780435526,F396,514.4031284300552,F393,558.6949617363053
F395,12036525.05960,3520433.98051,F394,309.45883780435526,F393,536.754028103969,F396,629.2612245221467
F396,12037028.70790,3520811.21794,F394,514.4031284300552,F395,629.2612245221467,F392,1020.5942061160769
F397,12035785.14180,3520167.17330,F413,347.31813549702684,F398,425.5589600814864,F414,501.17478343575
F398,12035716.74000,3520587.19904,F397,425.5589600814864,F414,470.5431642542756,F416,495.4865328771612
F399,12035875.10130,3521175.64077,F400,318.0912056812447,F401,431.8507050595832,F398,609.3783479439331
F400,12035847.53380,3521492.53515,F399,318.0912056812447,F402,348.89731062688514,F401,383.2344351305396
F401,12035486.49580,3521364.00424,F400,383.2344351305396,F399,431.8507050595832,F419,453.88883622944195
F402,12035864.95240,3521840.99738,F400,348.89731062688514,F403,477.9347970323508,F401,608.8939593158736
F403,12036250.66060,3522123.22221,F405,241.78502356605836,F406,357.31725770625025,F404,398.4277150228749
F404,12036644.77720,3522181.67518,F406,277.66127535933606,F407,374.47596024009636,F408,393.50052552633423
F405,12036208.32470,3522361.27193,F403,241.78502356605836,F406,269.64243885816563,F407,403.0112539425997
F406,12036474.97050,3522401.36011,F407,172.13842360101583,F405,269.64243885816563,F404,277.66127535933606
F407,12036565.62840,3522547.69118,F408,132.37289637866866,F406,172.13842360101583,F404,374.47596024009636
F408,12036695.77680,3522571.85681,F407,132.37289637866866,F406,278.97051247452987,F404,393.50052552633423
F409,12035753.24330,3519422.45038,F411,402.99877231193875,F413,583.2434630089624,F548,603.0601955454337
F410,12034919.53400,3519342.72876,F480,391.00312029485843,F411,460.4914415579785,F436,542.3903296351243
F411,12035375.87330,3519281.02940,F409,402.99877231193875,F410,460.4914415579785,F424,591.6170154297492
F412,12035114.95190,3520093.75875,F414,318.77171019738233,F413,420.7307153063763,F415,490.5477059390341
F413,12035511.52590,3519953.24755,F397,347.31813549702684,F412,420.7307153063763,F414,435.1690096029999
F414,12035315.32910,3520341.67886,F412,318.77171019738233,F415,375.4340917946183,F416,419.7608721566168
F415,12035021.44810,3520575.31258,F416,292.4948499737258,F414,375.4340917946183,F417,489.04934575673076
F416,12035251.07200,3520756.49233,F415,292.4948499737258,F417,328.15372110012277,F414,419.7608721566168
F417,12035115.34760,3521055.26273,F416,328.15372110012277,F401,482.775627346856,F415,489.04934575673076
F418,12034762.10650,3521471.96137,F417,546.2756001390469,F547,559.3124744997504,F419,575.0239091518159
F419,12035260.99060,3521757.91093,F401,453.88883622944195,F418,575.0239091518159,F420,601.2149194713952
F420,12035331.31300,3522354.99898,F422,390.42004767495393,F421,549.939856113191,F419,601.2149194713952
F421,12035754.35050,3522706.38640,F422,282.5785367066242,F420,549.939856113191,F423,555.4675038567998
F422,12035472.06110,3522719.16623,F421,282.5785367066242,F423,322.424408013151,F420,390.42004767495393
F423,12035262.20650,3522963.94888,F422,322.424408013151,F421,555.4675038567998,F420,612.8586207699893
F424,12035144.98820,3518736.32511,F425,374.6940064093121,F427,482.24777891018726,F411,591.6170154297492
F425,12035280.22060,3518386.88585,F424,374.6940064093121,F427,384.0020380198917,F426,558.7034224978353
F426,12035473.11160,3517862.53618,F428,446.5687350631293,F425,558.7034224978353,F429,634.9077590334216
F427,12034902.14460,3518319.68389,F435,229.26873903876591,F425,384.0020380198917,F424,482.24777891018726
F428,12035205.50780,3517505.02836,F434,394.41755502913264,F426,446.5687350631293,F429,543.518539156217
F429,12035694.33590,3517267.41630,F430,465.2931703238379,F428,543.518539156217,F431,571.7057677312266
F430,12035852.41920,3516829.80071,F431,369.5513674769059,F433,374.35283329615385,F429,465.2931703238379
F431,12035496.28970,3516731.10931,F430,369.5513674769059,F429,571.7057677312266,F433,592.3908932181838
F432,12036194.09410,3516106.79822,F433,428.85090921286667,F151,566.3515233218201,F439,631.4542572699431
F433,12036045.49920,3516509.08252,F430,374.35283329615385,F432,428.85090921286667,F150,584.9932250451723
F434,12034837.31660,3517363.60542,F428,394.41755502913264,F426,808.1875928885472,F429,862.4003869299329
F435,12034689.56360,3518233.81496,F427,229.26873903876591,F425,610.1691478713217,F424,678.179929766261
F436,12034405.31390,3519515.25400,F437,395.29753336472373,F480,425.94827740403247,F410,542.3903296351243
F437,12034014.96590,3519452.89553,F436,395.29753336472373,F481,660.6954932684578,F480,811.0681559287079
F438,12036847.31290,3515900.42101,F151,328.0743279983452,F439,562.5716565169791,F432,685.0447820978735
F439,12036431.38100,3515521.62354,F440,451.9441033287611,F438,562.5716565169791,F432,631.4542572699431
F440,12036587.61360,3515097.54236,F441,435.6658182035523,F439,451.9441033287611,F442,578.7061637103304
F441,12037005.69840,3514975.02785,F443,302.644246272567,F444,369.1478492169035,F442,401.4256258995496
F442,12036875.25870,3514595.38589,F443,282.5045234737735,F441,401.4256258995496,F447,509.13991081830557
F443,12037136.77490,3514702.24132,F442,282.5045234737735,F441,302.644246272567,F444,350.8653708564306
F444,12037374.55040,3514960.25163,F445,231.7294378901019,F443,350.8653708564306,F441,369.1478492169035
F445,12037550.97190,3515110.49805,F444,231.7294378901019,F441,561.8499487313102,F443,581.5777784598437
F446,12037660.20890,3514398.29442,F448,270.9631180705021,F447,571.2033370437787,F443,605.2824715584468
F447,12037140.67360,3514160.89955,F449,250.04141019753206,F448,316.4077130591862,F442,509.13991081830557
F448,12037450.04330,3514227.26392,F446,270.9631180705021,F447,316.4077130591862,F449,552.3758756682507
F449,12036943.32910,3514007.35524,F447,250.04141019753206,F451,445.8314657760797,F448,552.3758756682507
F450,12037245.95650,3513399.18257,F291,454.1469060539174,F451,522.2151566967162,F452,566.7521649117471
F451,12036763.62510,3513599.34523,F449,445.8314657760797,F450,522.2151566967162,F452,584.6523342253997
F452,12036826.46980,3513018.08032,F450,566.7521649117471,F451,584.6523342253997,F453,656.025268249842
F453,12037284.83170,3512548.74726,F455,372.1350114401921,F457,476.52723896892957,F456,527.6639632327655
F454,12037790.51050,3512322.80972,F456,265.5595300851038,F455,344.3241802614113,F457,471.7966195272595
F455,12037461.51150,3512221.22823,F457,158.53427960131333,F456,171.27566278729486,F454,344.3241802614113
F456,12037607.00330,3512130.85407,F455,171.27566278729486,F457,227.77985156679208,F454,265.5595300851038
F457,12037384.36500,3512082.73081,F455,158.53427960131333,F456,227.77985156679208,F454,471.7966195272595
F458,11994080.05300,3458090.44870,F10,352.6163207831843,F9,387.21887432258814,F11,1094.88838742058
F459,11995650.29620,3458458.09724,F11,566.7942392438875,F460,855.9350021833839,F476,1082.3231763335987
F460,11996497.00290,3458332.74776,F461,301.508761783794,F462,452.36528754985807,F268,538.9914126757524
F461,11996763.96460,3458192.60860,F462,150.85781751065107,F460,301.508761783794,F14,402.51841527322404
F462,11996897.17990,3458121.81478,F461,150.85781751065107,F14,253.5790305675466,F460,452.36528754985807
F463,11998440.70340,3457957.30658,F162,591.1452844056164,F464,626.3353555131107,F161,708.9407931915295
F464,11998816.36730,3458458.47782,F340,392.4166869989737,F463,626.3353555131107,F162,689.8675590443956
F465,11999536.74190,3457670.63360,F344,271.8044236498821,F466,363.4198357903118,F162,542.016029905027
F466,11999394.81930,3457336.07127,F465,363.4198357903118,F162,600.1682628752652,F344,615.1659256185657
F467,12000679.03320,3458371.29361,F343,667.0624782116761,F468,712.6833323215828,F164,799.3831758215827
F468,12000517.53350,3459065.43724,F469,667.3420622414,F343,701.310460165505,F467,712.6833323215828
F469,12001172.39380,3459193.90286,F470,631.795038277758,F468,667.3420622414,F467,959.2135631952615
F470,12001648.92240,3459608.73471,F469,631.795038277758,F471,691.5814760938273,F576,846.4055004627538
F471,12002249.15670,3459265.21801,F576,255.72695723315002,F470,691.5814760938273,F575,721.8748020046372
F472,12004112.28920,3459113.97585,F473,305.567291219059,F474,918.5234339626081,F171,981.0146446886255
F473,12004023.49210,3459406.35650,F472,305.567291219059,F474,962.2424680899647,F171,1212.0407406627776
F474,12004985.70080,3459398.29517,F171,724.8727263109569,F475,822.3205978949014,F472,918.5234339626081
F475,12005789.76180,3459570.62356,F474,822.3205978949014,F171,1202.69016630258,F472,1738.5170274688383
F476,11995756.69300,3459535.17810,F159,1046.183415623621,F459,1082.3231763335987,F335,1191.3841263831928
F477,12004997.51970,3455144.20033,F478,123.23889621196437,F479,710.2908299357895,F179,758.3733056052939
F478,12004900.10650,3455068.71196,F477,123.23889621196437,F479,587.0674277690341,F179,836.9950068309872
F479,12004442.40630,3454701.07261,F478,587.0674277690341,F477,710.2908299357895,F179,1314.3462700651467
F480,12034784.33410,3519709.61352,F410,391.00312029485843,F436,425.94827740403247,F412,506.8290514640885
F481,12033785.62970,3520072.51109,F485,391.6525971733709,F483,559.9332408811289,F437,660.6954932684578
F482,12034552.17940,3520317.25043,F484,478.24552673927263,F483,528.3635210907602,F415,535.5456899857228
F483,12034077.89820,3520550.11381,F484,377.2401532935125,F485,447.72239938127194,F482,528.3635210907602
F484,12034387.16890,3520766.12716,F483,377.2401532935125,F489,441.29767500240706,F482,478.24552673927263
F485,12033644.48040,3520437.84468,F481,391.6525971733709,F483,447.72239938127194,F486,755.3330593549659
F486,12033086.43200,3520946.87318,F487,515.782289713935,F485,755.3330593549659,F483,1067.9059993392084
F487,12033313.33540,3521410.06452,F486,515.782289713935,F488,775.0543405579893,F490,802.7562000448478
F488,12034040.20240,3521679.08793,F490,463.1490253167682,F546,496.20652254536645,F489,535.5038830332004
F489,12034237.89620,3521181.41176,F484,441.29767500240706,F488,535.5038830332004,F418,599.3459055484616
F490,12033780.72330,3522062.72528,F546,436.79458187916003,F488,463.1490253167682,F544,530.8796435167155
F491,12033312.14970,3522409.80628,F493,370.41258081477974,F506,516.9523454105981,F492,534.4315085497727
F492,12032805.38370,3522579.52740,F493,499.85799605281886,F494,524.5773685390568,F491,534.4315085497727
F493,12033264.51960,3522777.14380,F491,370.41258081477974,F506,384.2828667224318,F494,484.4128239096782
F494,12032899.49210,3523095.59428,F495,376.8649695279381,F493,484.4128239096782,F492,524.5773685390568
F495,12033216.40680,3523299.53613,F494,376.8649695279381,F503,407.12851451764607,F493,524.6032672090311
F496,12032842.27340,3523679.76897,F497,392.87930940144406,F495,533.4349197518287,F498,556.3304527150086
F497,12033182.67720,3523875.93065,F496,392.87930940144406,F502,419.5186620887776,F499,498.3676001531775
F498,12032837.80780,3524236.08150,F499,360.1540935584641,F497,498.64169281370704,F500,530.7393079935005
F499,12033170.44660,3524374.14815,F498,360.1540935584641,F501,417.7862843541218,F497,498.3676001531775
F500,12032786.99980,3524764.38327,F498,530.7393079935005,F499,547.096789710207,F501,937.1638422235824
F501,12033568.42610,3524247.03522,F510,361.20798450710816,F499,417.7862843541218,F502,525.272818645926
F502,12033572.84870,3523721.78102,F497,419.5186620887776,F503,524.1467660517873,F501,525.272818645926
F503,12033610.93190,3523199.01960,F504,308.89258543985306,F506,397.8944359747235,F495,407.12851451764607
F504,12033919.27090,3523217.50447,F503,308.89258543985306,F505,409.51646451300945,F508,412.7419242378471
F505,12034071.92840,3522837.50523,F544,309.9374770287729,F504,409.51646451300945,F506,425.4006328464805
F506,12033647.94170,3522802.85012,F493,384.2828667224318,F503,397.8944359747235,F505,425.4006328464805
F507,12034631.92760,3522903.91323,F543,333.3256103400553,F508,513.0947317581678,F505,563.9229791949554
F508,12034321.02890,3523312.08991,F504,412.7419242378471,F507,513.0947317581678,F505,535.9866393769975
F509,12034211.26180,3524472.88975,F510,424.4807954946047,F501,681.3574729286304,F514,683.9383201287919
F510,12033919.98710,3524164.11314,F501,361.20798450710816,F509,424.4807954946047,F502,562.2835344716198
F511,12035005.94030,3523541.38867,F512,349.1711835360476,F423,631.7508024028516,F508,722.2752572180515
F512,12035352.86810,3523580.90597,F511,349.1711835360476,F423,623.5828546522351,F523,689.0008162605446
F513,12034929.29540,3524441.86259,F514,527.1617077644527,F509,718.7036492080089,F521,803.0758582880273
F514,12034722.78370,3524926.89082,F513,527.1617077644527,F509,683.9383201287919,F524,800.8233915507456
F515,12035480.54630,3525604.40750,F520,644.5599083624131,F516,646.6343280216448,F524,678.9333345541258
F516,12035591.57040,3526241.43937,F515,646.6343280216448,F517,739.2042827056778,F519,846.9166186823632
F517,12034861.72600,3526358.70029,F518,636.4612238574293,F524,637.912341450756,F516,739.2042827056778
F518,12034894.13510,3526994.33583,F517,636.4612238574293,F516,1026.288983263135,F524,1274.2567226849444
F519,12036416.25080,3526048.64415,F540,677.8166618002073,F525,753.042065614866,F520,767.1668252873918
F520,12036077.16810,3525360.48148,F515,644.5599083624131,F519,767.1668252873918,F521,805.1217108068952
F521,12035705.98550,3524646.02753,F522,737.2527496122183,F513,803.0758582880273,F520,805.1217108068952
F522,12035967.82220,3523956.83731,F523,427.3904348113818,F512,720.7585708823946,F521,737.2527496122183
F523,12036040.38110,3523535.65114,F522,427.3904348113818,F512,689.0008162605446,F421,877.207793594966
F524,12034812.00270,3525722.72879,F517,637.912341450756,F515,678.9333345541258,F514,800.8233915507456
F525,12036713.07630,3526740.71855,F526,502.99495192564603,F527,730.6647087569017,F529,746.3096575958169
F526,12037111.50500,3526433.70309,F525,502.99495192564603,F540,569.3112412081315,F529,587.5699579721675
F527,12037101.54040,3527359.56147,F528,452.77572364496245,F529,550.4058388798896,F525,730.6647087569017
F528,12037554.31610,3527359.70780,F529,452.22404806346964,F527,452.77572364496245,F530,886.8535228608612
F529,12037436.77660,3526923.02593,F528,452.22404806346964,F527,550.4058388798896,F526,587.5699579721675
F530,12038139.57380,3526693.38761,F531,377.56791113286533,F532,664.6042502323315,F529,739.3630112063356
F531,12038297.88290,3526350.61107,F530,377.56791113286533,F532,406.3722715267342,F539,825.4056757534689
F532,12038704.17990,3526342.78989,F531,406.3722715267342,F530,664.6042502323315,F533,701.9855890229684
F533,12039401.40690,3526261.19162,F534,506.8373991019215,F532,701.9855890229684,F535,820.6597986522305
F534,12039350.05230,3525756.96265,F535,313.8302426721459,F537,432.0630264640728,F533,506.8373991019215
F535,12039321.06390,3525444.47410,F537,278.5714595528328,F534,313.8302426721459,F538,663.9607621906483
F536,12039600.44880,3524764.87703,F535,734.7843900769448,F537,886.0983065788815,F534,1023.1970898231294
F537,12039042.63430,3525453.36319,F535,278.5714595528328,F538,385.82781991385485,F534,432.0630264640728
F538,12038658.95370,3525494.01173,F539,329.24971304631134,F537,385.82781991385485,F535,663.9607621906483
F539,12038331.24990,3525525.88010,F538,329.24971304631134,F537,715.0709522822366,F541,817.6577017340034
F540,12037068.99100,3525865.98146,F541,492.4663377100935,F542,497.3759043597157,F526,569.3112412081315
F541,12037531.90050,3525697.94013,F542,290.3095483903751,F540,492.4663377100935,F539,817.6577017340034
F542,12037551.26790,3525987.60293,F541,290.3095483903751,F540,497.3759043597157,F526,626.4158051702609
F543,12034555.11050,3522579.55988,F507,333.3256103400553,F545,333.37671948454204,F544,524.9067312702887
F544,12034032.54100,3522530.08065,F505,309.9374770287729,F545,326.8597167048527,F546,423.4012215715783
F545,12034308.61920,3522355.10036,F546,231.82641343001188,F544,326.8597167048527,F543,333.37671948454204
F546,12034209.60660,3522145.48168,F545,231.82641343001188,F547,352.3502108147637,F544,423.4012215715783
F547,12034518.10200,3521975.24285,F546,352.3502108147637,F545,433.79116104295696,F418,559.3124744997504
F548,12036356.18070,3519434.61965,F549,202.509663060722,F552,461.12075610261525,F393,480.38758708112266
F549,12036405.74850,3519238.26997,F548,202.509663060722,F550,283.92941448684047,F552,387.3175619520025
F550,12036527.93860,3518981.97816,F549,283.92941448684047,F551,341.9261612062331,F552,397.69096383113146
F551,12036850.90740,3519094.24861,F552,195.66737169958924,F550,341.9261612062331,F549,467.8766914321559
F552,12036790.76320,3519280.44312,F551,195.66737169958924,F549,387.3175619520025,F550,397.69096383113146
F553,11992141.22520,3456276.64787,F7,286.46472285530086,F554,588.0940670114352,F555,732.7721046801596
F554,11991606.50940,3456031.83438,F553,588.0940670114352,F7,624.1745366846033,F555,1304.579455805934
F555,11992679.54400,3456773.80763,F12,379.3153835407122,F13,713.5021599191363,F7,731.1985380084259
